customer_number,duka_latitude,duka_longitude,cluster,territory,warehouse_latitude,warehouse_longitude
ID_032612,-0.0443156,34.7914294,10,Majengo Mombasa,-4.0519167,39.6583611
ID_122931,-0.4842269,37.1253418,3,Embu,-0.54203,37.4542503
ID_047351,-3.2181505,40.1212923,9,Kisumu1,-0.0879444,34.7596667
ID_042028,-4.0363133,39.658345,1,Eastlands,-1.3241389,36.867
ID_163258,-3.9493551,39.7479574,1,Eastlands,-1.3241389,36.867
ID_025886,-1.3020727,36.90806,0,Athi River,-1.4275556,36.9704444
ID_199986,0.5537703,35.305128,2,Eldoret,0.5201846,35.2563265
ID_049742,-0.0458307,37.6577867,8,Kisii,-0.6713333,34.7678889
ID_030813,-1.301234,36.9031752,0,Athi River,-1.4275556,36.9704444
ID_049558,-3.394879,38.5855886,7,Kiambu,-1.2284444,36.6881944
ID_037023,-1.2559217,36.699981,15,Ruai,-1.2285389,36.9890257
ID_107092,-4.0087659,39.6302433,1,Eastlands,-1.3241389,36.867
ID_036396,-0.1010663,34.7607103,10,Majengo Mombasa,-4.0519167,39.6583611
ID_014775,-1.127933502,36.96484375,11,Meru,-1.2770781,36.8146693
ID_099513,-0.7088,34.6605912,4,Juja,-1.1081111,37.0138611
ID_100038,-1.3944431,36.9420208,17,Thika Rd,-1.2420833,36.8763611
ID_140661,-0.5482648,36.9454745,3,Embu,-0.54203,37.4542503
ID_063210,-1.258337,36.8801097,0,Athi River,-1.4275556,36.9704444
ID_011089,-1.273841397,36.99520569,0,Athi River,-1.4275556,36.9704444
ID_154376,-1.287949978,36.69655815,15,Ruai,-1.2285389,36.9890257
ID_162066,0.5537594,35.3159922,2,Eldoret,0.5201846,35.2563265
ID_024964,-3.2292138,40.1117668,9,Kisumu1,-0.0879444,34.7596667
ID_000492,-0.3271659,35.9434215,5,Karatina,-0.4731389,37.1262222
ID_078277,-0.6014815,34.9648048,4,Juja,-1.1081111,37.0138611
ID_056924,-0.9377468,37.1241421,11,Meru,-1.2770781,36.8146693
ID_119340,-1.278659,36.7359159,15,Ruai,-1.2285389,36.9890257
ID_146899,-0.3401305,36.1469026,5,Karatina,-0.4731389,37.1262222
ID_020357,0.6011019,35.1575953,14,Ongata Rongai,-1.3989167,36.7250278
ID_081253,-0.3015897,36.1292249,5,Karatina,-0.4731389,37.1262222
ID_041320,-0.0873065,34.7816795,10,Majengo Mombasa,-4.0519167,39.6583611
ID_112988,-3.8160901,39.6279474,1,Eastlands,-1.3241389,36.867
ID_098149,0.6328609,35.0496764,14,Ongata Rongai,-1.3989167,36.7250278
ID_169633,-1.4039609,36.771785,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_092650,-1.2195512,36.7723951,15,Ruai,-1.2285389,36.9890257
ID_142009,-1.2139261,36.9252287,0,Athi River,-1.4275556,36.9704444
ID_033985,-1.316398501,36.89198685,0,Athi River,-1.4275556,36.9704444
ID_184405,-1.2114857,36.707685,15,Ruai,-1.2285389,36.9890257
ID_019139,0.2774923,37.8893478,8,Kisii,-0.6713333,34.7678889
ID_008744,-1.0916619,37.0230865,11,Meru,-1.2770781,36.8146693
ID_106319,-4.0845915,39.6602003,1,Eastlands,-1.3241389,36.867
ID_166098,-1.3675929,36.6523074,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_073674,-1.2472081,36.694884,15,Ruai,-1.2285389,36.9890257
ID_101017,-1.2940229,37.212641,16,Ruiru,-1.2286944,36.9891111
ID_062484,-1.2536055,36.9336496,0,Athi River,-1.4275556,36.9704444
ID_081773,-1.2,36.7,15,Ruai,-1.2285389,36.9890257
ID_126876,-0.3007188,36.1326434,5,Karatina,-0.4731389,37.1262222
ID_090096,-1.1967535,36.6551064,15,Ruai,-1.2285389,36.9890257
ID_025328,-0.2949694,36.0531321,5,Karatina,-0.4731389,37.1262222
ID_132575,-1.393545257,36.94378775,17,Thika Rd,-1.2420833,36.8763611
ID_144463,-0.4746642,36.2917215,5,Karatina,-0.4731389,37.1262222
ID_003414,-1.2998393,36.7473966,15,Ruai,-1.2285389,36.9890257
ID_183091,-0.0017631,36.2273158,5,Karatina,-0.4731389,37.1262222
ID_096315,-4.0403002,39.6590738,1,Eastlands,-1.3241389,36.867
ID_143850,-1.2842535,37.1732542,16,Ruiru,-1.2286944,36.9891111
ID_177488,-1.258337,36.8801097,0,Athi River,-1.4275556,36.9704444
ID_087211,-1.1555145,36.94655,0,Athi River,-1.4275556,36.9704444
ID_047900,-1.2128064,36.6587734,15,Ruai,-1.2285389,36.9890257
ID_054031,-1.2722093,36.7460328,15,Ruai,-1.2285389,36.9890257
ID_094164,-4.032326,39.6260203,1,Eastlands,-1.3241389,36.867
ID_085635,0.5464084,35.2431158,2,Eldoret,0.5201846,35.2563265
ID_107714,-1.1284692,36.9573905,11,Meru,-1.2770781,36.8146693
ID_115170,-0.2943412,36.1224567,5,Karatina,-0.4731389,37.1262222
ID_013325,-1.089499,37.0251046,11,Meru,-1.2770781,36.8146693
ID_026257,-0.1451281,36.009894,5,Karatina,-0.4731389,37.1262222
ID_105934,-0.3875755,37.1450356,3,Embu,-0.54203,37.4542503
ID_168635,-1.3935898,36.7812026,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_146900,-1.1919728,36.7431342,15,Ruai,-1.2285389,36.9890257
ID_057141,-1.3147461,36.8058894,15,Ruai,-1.2285389,36.9890257
ID_062939,-1.2103364,36.7036412,15,Ruai,-1.2285389,36.9890257
ID_066198,-1.3187443,36.8927162,0,Athi River,-1.4275556,36.9704444
ID_194381,-1.3109006,36.8894274,0,Athi River,-1.4275556,36.9704444
ID_073261,-4.02514,39.6966866,1,Eastlands,-1.3241389,36.867
ID_064265,0.2184212,35.4303207,2,Eldoret,0.5201846,35.2563265
ID_174004,-1.0415507,37.0502297,11,Meru,-1.2770781,36.8146693
ID_103842,-1.1540612,37.0306744,11,Meru,-1.2770781,36.8146693
ID_033477,0.5530107,35.3155896,2,Eldoret,0.5201846,35.2563265
ID_029228,-0.5551409,37.2418631,18,Voi,-3.39025,38.57225
ID_044216,-0.4244368,36.9714012,3,Embu,-0.54203,37.4542503
ID_113763,-1.169894934,36.97392273,0,Athi River,-1.4275556,36.9704444
ID_106466,-1.3923594,36.7800989,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_159515,-1.1742538,36.8430247,0,Athi River,-1.4275556,36.9704444
ID_005148,-1.2920956,36.7517165,15,Ruai,-1.2285389,36.9890257
ID_185195,-1.2617959,37.0098978,0,Athi River,-1.4275556,36.9704444
ID_076743,-0.4699442,37.1225535,3,Embu,-0.54203,37.4542503
ID_029374,-0.1880159,37.6758813,8,Kisii,-0.6713333,34.7678889
ID_118335,-0.4700441,36.9680434,3,Embu,-0.54203,37.4542503
ID_116160,-1.2817008,36.7140943,15,Ruai,-1.2285389,36.9890257
ID_063671,-0.0103583,37.6611833,8,Kisii,-0.6713333,34.7678889
ID_161853,-0.0818601,34.7833992,10,Majengo Mombasa,-4.0519167,39.6583611
ID_124030,-3.3962327,38.5815951,7,Kiambu,-1.2284444,36.6881944
ID_023434,-3.3988003,38.5793764,7,Kiambu,-1.2284444,36.6881944
ID_082286,0.8731642,35.1184542,14,Ongata Rongai,-1.3989167,36.7250278
ID_105785,-1.1782779,36.6436326,15,Ruai,-1.2285389,36.9890257
ID_125174,-1.264740884,36.98395819,0,Athi River,-1.4275556,36.9704444
ID_008908,-0.2735992,36.1629303,5,Karatina,-0.4731389,37.1262222
ID_014396,-0.2296114,37.6255931,13,Nakuru,-0.2829722,36.1188889
ID_045033,0.0005773,37.5875821,8,Kisii,-0.6713333,34.7678889
ID_194535,-0.9550632,37.1116179,11,Meru,-1.2770781,36.8146693
ID_012117,-1.1814895,36.9098722,0,Athi River,-1.4275556,36.9704444
ID_149350,-0.6725102,34.7716338,4,Juja,-1.1081111,37.0138611
ID_024070,-1.2861116,36.6862026,15,Ruai,-1.2285389,36.9890257
ID_130077,-0.0802776,34.784318,10,Majengo Mombasa,-4.0519167,39.6583611
ID_198730,-0.4787144,37.1300473,3,Embu,-0.54203,37.4542503
ID_022885,-1.18571,36.7172567,15,Ruai,-1.2285389,36.9890257
ID_065775,-1.3942178,36.93586,17,Thika Rd,-1.2420833,36.8763611
ID_035984,-1.3924533,36.7465393,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_045198,-1.1720324,36.9902684,0,Athi River,-1.4275556,36.9704444
ID_053756,-1.1129185,36.9462312,11,Meru,-1.2770781,36.8146693
ID_058282,-1.2689611,36.7621974,15,Ruai,-1.2285389,36.9890257
ID_006317,-0.2084373,35.8472124,5,Karatina,-0.4731389,37.1262222
ID_006317,-0.208482,35.8473793,5,Karatina,-0.4731389,37.1262222
ID_103702,-1.2545636,36.7121822,15,Ruai,-1.2285389,36.9890257
ID_168407,-1.2687353,36.7548463,15,Ruai,-1.2285389,36.9890257
ID_063294,-1.4068404,36.7612444,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_129963,-0.0536725,34.792258,10,Majengo Mombasa,-4.0519167,39.6583611
ID_091201,-0.0715742,37.6662919,8,Kisii,-0.6713333,34.7678889
ID_094037,-1.2546783,36.7150585,15,Ruai,-1.2285389,36.9890257
ID_032599,-3.6248392,39.8492461,9,Kisumu1,-0.0879444,34.7596667
ID_112569,-1.2531572,36.9151418,0,Athi River,-1.4275556,36.9704444
ID_040044,-1.0687981,37.0560824,11,Meru,-1.2770781,36.8146693
ID_149309,-1.2918503,36.9053456,0,Athi River,-1.4275556,36.9704444
ID_155563,-1.2035588,36.8986231,0,Athi River,-1.4275556,36.9704444
ID_083512,0.0865138,37.2415421,8,Kisii,-0.6713333,34.7678889
ID_057269,-3.3978095,38.5790484,7,Kiambu,-1.2284444,36.6881944
ID_062750,-0.7048164,34.8115302,4,Juja,-1.1081111,37.0138611
ID_043888,-0.29867,36.0450383,5,Karatina,-0.4731389,37.1262222
ID_052736,-1.3504345,36.6599909,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_110868,-1.2,36.7,15,Ruai,-1.2285389,36.9890257
ID_104621,-1.1516079,36.9334493,0,Athi River,-1.4275556,36.9704444
ID_145384,-1.404636383,36.717453,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_158671,-1.038756967,37.08337402,11,Meru,-1.2770781,36.8146693
ID_108426,0.4689277,35.2486458,2,Eldoret,0.5201846,35.2563265
ID_028814,-0.1188667,34.7901478,10,Majengo Mombasa,-4.0519167,39.6583611
ID_044224,-1.1446111,36.9682597,11,Meru,-1.2770781,36.8146693
ID_187665,-4.0381767,39.6574415,1,Eastlands,-1.3241389,36.867
ID_054506,-0.6659507,34.7647186,4,Juja,-1.1081111,37.0138611
ID_093132,-4.0400079,39.6900287,1,Eastlands,-1.3241389,36.867
ID_183294,-1.2089042,36.9149305,0,Athi River,-1.4275556,36.9704444
ID_075764,-1.18565,36.7715214,15,Ruai,-1.2285389,36.9890257
ID_012870,-0.6020425,36.9574546,3,Embu,-0.54203,37.4542503
ID_053636,-1.1414444,37.00759,11,Meru,-1.2770781,36.8146693
ID_150090,-1.3743598,36.7241949,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_137622,-1.2011493,36.9267748,0,Athi River,-1.4275556,36.9704444
ID_003283,-1.3940525,36.943258,17,Thika Rd,-1.2420833,36.8763611
ID_031914,-0.9447479,37.0203372,11,Meru,-1.2770781,36.8146693
ID_164676,-0.1224286,34.7527392,10,Majengo Mombasa,-4.0519167,39.6583611
ID_196038,-1.243488,36.6864402,15,Ruai,-1.2285389,36.9890257
ID_128889,-0.935215387,36.95627037,11,Meru,-1.2770781,36.8146693
ID_105214,-0.2869538,36.0746419,5,Karatina,-0.4731389,37.1262222
ID_079086,-1.2231999,36.9194936,0,Athi River,-1.4275556,36.9704444
ID_088351,0.5460808,35.2405746,2,Eldoret,0.5201846,35.2563265
ID_129757,-1.2882234,36.9102655,0,Athi River,-1.4275556,36.9704444
ID_180969,-0.602377,36.9576819,3,Embu,-0.54203,37.4542503
ID_195052,-3.9690814,39.7305134,1,Eastlands,-1.3241389,36.867
ID_040710,-1.28295,36.8899831,0,Athi River,-1.4275556,36.9704444
ID_183452,-1.2454382,36.6793739,15,Ruai,-1.2285389,36.9890257
ID_163054,-0.9113133,34.7956422,4,Juja,-1.1081111,37.0138611
ID_198541,-1.30894734,36.84056481,0,Athi River,-1.4275556,36.9704444
ID_012012,-1.3936601,36.9417858,17,Thika Rd,-1.2420833,36.8763611
ID_012041,-0.6739907,34.7727142,4,Juja,-1.1081111,37.0138611
ID_000015,-1.2099793,36.9252108,0,Athi River,-1.4275556,36.9704444
ID_167462,-1.3433302,36.6671064,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_089391,-0.5405148,37.2070648,18,Voi,-3.39025,38.57225
ID_018910,-0.6707586,37.2063279,18,Voi,-3.39025,38.57225
ID_156763,-1.4003335,36.7838019,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_005677,-0.2773585,36.1718528,5,Karatina,-0.4731389,37.1262222
ID_145370,-1.2668997,36.8803509,0,Athi River,-1.4275556,36.9704444
ID_198007,-0.6759042,34.7798738,4,Juja,-1.1081111,37.0138611
ID_000150,-1.0864894,37.0167161,11,Meru,-1.2770781,36.8146693
ID_186837,-0.054013,34.7932382,10,Majengo Mombasa,-4.0519167,39.6583611
ID_140890,-1.4527958,36.9875164,17,Thika Rd,-1.2420833,36.8763611
ID_151931,-1.2925309,36.7468897,15,Ruai,-1.2285389,36.9890257
ID_107451,-1.2169746,36.6520637,15,Ruai,-1.2285389,36.9890257
ID_113485,-1.1964341,36.9241667,0,Athi River,-1.4275556,36.9704444
ID_135968,-3.5054287,38.3760105,7,Kiambu,-1.2284444,36.6881944
ID_117259,-0.4595324,36.9475576,3,Embu,-0.54203,37.4542503
ID_057652,-1.2709836,36.9426177,0,Athi River,-1.4275556,36.9704444
ID_143294,-1.34442,36.6650907,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_025325,-4.186598,39.5948572,1,Eastlands,-1.3241389,36.867
ID_028566,-1.1710386,36.8005027,15,Ruai,-1.2285389,36.9890257
ID_140572,-1.4185715,36.7070111,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_038310,-1.360923409,36.65655518,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_042317,-1.1863603,36.90682,0,Athi River,-1.4275556,36.9704444
ID_116942,-4.036216616,39.69358562,1,Eastlands,-1.3241389,36.867
ID_116942,-4.0356601,39.686805,1,Eastlands,-1.3241389,36.867
ID_106063,-3.3955797,38.5845521,7,Kiambu,-1.2284444,36.6881944
ID_168204,-1.1221988,37.0126892,11,Meru,-1.2770781,36.8146693
ID_139684,-1.2666033,36.7459683,15,Ruai,-1.2285389,36.9890257
ID_017586,-1.3228528,36.7878414,15,Ruai,-1.2285389,36.9890257
ID_140062,-1.291290761,36.84643174,0,Athi River,-1.4275556,36.9704444
ID_044396,-4.0280297,39.63338,1,Eastlands,-1.3241389,36.867
ID_053765,-0.5927888,37.0207427,3,Embu,-0.54203,37.4542503
ID_148714,-0.3732172,35.9453343,5,Karatina,-0.4731389,37.1262222
ID_030742,-1.4577818,36.968715,17,Thika Rd,-1.2420833,36.8763611
ID_178133,-1.3149285,36.785592,15,Ruai,-1.2285389,36.9890257
ID_074358,-1.2093945,36.7138765,15,Ruai,-1.2285389,36.9890257
ID_102073,-1.392270446,36.75873566,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_014546,-0.0995383,34.7906183,10,Majengo Mombasa,-4.0519167,39.6583611
ID_195458,-1.20904,36.800075,15,Ruai,-1.2285389,36.9890257
ID_173964,-1.0677116,37.0512707,11,Meru,-1.2770781,36.8146693
ID_075020,-1.4761717,36.9637333,17,Thika Rd,-1.2420833,36.8763611
ID_063134,0.1204057,37.8340064,8,Kisii,-0.6713333,34.7678889
ID_088073,-0.2827439,36.1258356,5,Karatina,-0.4731389,37.1262222
ID_047210,0.540784,35.3032372,2,Eldoret,0.5201846,35.2563265
ID_154969,-1.170237184,36.97454071,0,Athi River,-1.4275556,36.9704444
ID_057737,-1.2332333,36.9353072,0,Athi River,-1.4275556,36.9704444
ID_156954,-0.9570254,36.9938943,11,Meru,-1.2770781,36.8146693
ID_126410,-0.7018966,34.7978214,4,Juja,-1.1081111,37.0138611
ID_055364,-4.0505292,39.6583638,1,Eastlands,-1.3241389,36.867
ID_171884,-1.3167135,36.8891214,0,Athi River,-1.4275556,36.9704444
ID_197687,-1.2752285,36.7552093,15,Ruai,-1.2285389,36.9890257
ID_004873,-1.4283109,36.6822527,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_095083,-1.2764074,36.7552633,15,Ruai,-1.2285389,36.9890257
ID_063803,-1.3465125,36.9785068,17,Thika Rd,-1.2420833,36.8763611
ID_188314,-0.3929368,37.1317225,3,Embu,-0.54203,37.4542503
ID_149632,-0.5538386,34.9272704,4,Juja,-1.1081111,37.0138611
ID_190051,-0.9290949,37.1263048,11,Meru,-1.2770781,36.8146693
ID_045826,-1.5375047,37.1350039,16,Ruiru,-1.2286944,36.9891111
ID_002902,-1.3756673,37.2511136,16,Ruiru,-1.2286944,36.9891111
ID_104681,0.5478335,35.2468685,2,Eldoret,0.5201846,35.2563265
ID_184540,-0.4649882,37.060326,3,Embu,-0.54203,37.4542503
ID_054674,-1.4811509,36.9590872,17,Thika Rd,-1.2420833,36.8763611
ID_165480,-0.1546314,35.9596142,5,Karatina,-0.4731389,37.1262222
ID_164121,-1.100205,36.79682,15,Ruai,-1.2285389,36.9890257
ID_144410,-1.0944259,37.0207155,11,Meru,-1.2770781,36.8146693
ID_159686,-0.329052,37.6327123,13,Nakuru,-0.2829722,36.1188889
ID_072084,-1.2142146,36.9240214,0,Athi River,-1.4275556,36.9704444
ID_018419,-1.3890115,36.9485752,17,Thika Rd,-1.2420833,36.8763611
ID_094056,-1.1143176,36.9500384,11,Meru,-1.2770781,36.8146693
ID_119419,-1.2828473,36.7607761,15,Ruai,-1.2285389,36.9890257
ID_110890,-4.010003,39.7035666,1,Eastlands,-1.3241389,36.867
ID_061233,-0.3789196,35.9475032,5,Karatina,-0.4731389,37.1262222
ID_075196,-1.3978483,36.9458067,17,Thika Rd,-1.2420833,36.8763611
ID_017509,-3.4023945,38.59248,7,Kiambu,-1.2284444,36.6881944
ID_065664,-1.3945355,36.7511968,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_129262,-3.9605216,39.5546613,1,Eastlands,-1.3241389,36.867
ID_093127,0.8844459,35.1186738,14,Ongata Rongai,-1.3989167,36.7250278
ID_090447,-1.1762902,36.7596042,15,Ruai,-1.2285389,36.9890257
ID_077841,-0.528677519,36.93897185,3,Embu,-0.54203,37.4542503
ID_090579,-1.2584652,36.7147611,15,Ruai,-1.2285389,36.9890257
ID_144901,-0.6644851,34.73259,4,Juja,-1.1081111,37.0138611
ID_067923,-1.2022153,36.9032844,0,Athi River,-1.4275556,36.9704444
ID_048002,0.1151208,37.5772618,8,Kisii,-0.6713333,34.7678889
ID_002630,-1.2451378,36.8918565,0,Athi River,-1.4275556,36.9704444
ID_104494,0.551614,35.2405344,2,Eldoret,0.5201846,35.2563265
ID_183204,-1.254141331,36.92635346,0,Athi River,-1.4275556,36.9704444
ID_141097,-1.3156273,36.907756,0,Athi River,-1.4275556,36.9704444
ID_034221,-1.2117665,36.9182558,0,Athi River,-1.4275556,36.9704444
ID_128528,-1.164546771,36.96124773,0,Athi River,-1.4275556,36.9704444
ID_128528,-1.1640748,36.9552825,0,Athi River,-1.4275556,36.9704444
ID_022654,-1.091598,37.0207349,11,Meru,-1.2770781,36.8146693
ID_173328,-0.0872694,34.7816252,10,Majengo Mombasa,-4.0519167,39.6583611
ID_113701,-0.2405883,36.11397,5,Karatina,-0.4731389,37.1262222
ID_102095,-0.0518538,34.7959995,10,Majengo Mombasa,-4.0519167,39.6583611
ID_180669,-1.2514124,36.9378165,0,Athi River,-1.4275556,36.9704444
ID_192336,-1.1529599,36.938504,0,Athi River,-1.4275556,36.9704444
ID_100597,-1.14326,36.9735667,11,Meru,-1.2770781,36.8146693
ID_163617,-0.5411263,37.4604904,13,Nakuru,-0.2829722,36.1188889
ID_170759,-1.2988351,36.9098213,0,Athi River,-1.4275556,36.9704444
ID_111436,-1.0677116,37.0512707,11,Meru,-1.2770781,36.8146693
ID_111436,-1.07054352,37.06371615,11,Meru,-1.2770781,36.8146693
ID_015826,-0.3670032,36.9971948,3,Embu,-0.54203,37.4542503
ID_183344,-1.2127181,36.9228365,0,Athi River,-1.4275556,36.9704444
ID_183344,-1.217073028,36.92717095,0,Athi River,-1.4275556,36.9704444
ID_151950,-1.1592491,36.9391602,0,Athi River,-1.4275556,36.9704444
ID_171966,-0.4653251,36.9667003,3,Embu,-0.54203,37.4542503
ID_042247,-1.3332747,36.6776884,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_070032,0.048175821,37.65654489,8,Kisii,-0.6713333,34.7678889
ID_046949,0.5103405,35.2998063,2,Eldoret,0.5201846,35.2563265
ID_154511,-4.0253017,39.7010331,1,Eastlands,-1.3241389,36.867
ID_093082,-1.2851933,36.989695,0,Athi River,-1.4275556,36.9704444
ID_149535,0.6929254,35.1568409,14,Ongata Rongai,-1.3989167,36.7250278
ID_012270,-0.0975133,34.7787601,10,Majengo Mombasa,-4.0519167,39.6583611
ID_036361,-4.084369,39.6624654,1,Eastlands,-1.3241389,36.867
ID_153034,-1.2130989,36.8939264,0,Athi River,-1.4275556,36.9704444
ID_185540,0.049392538,37.65744444,8,Kisii,-0.6713333,34.7678889
ID_113970,-0.4540001,37.0469171,3,Embu,-0.54203,37.4542503
ID_149937,-4.104754,39.6633665,1,Eastlands,-1.3241389,36.867
ID_041919,-1.2787681,36.7562808,15,Ruai,-1.2285389,36.9890257
ID_155344,-1.2870638,36.6876287,15,Ruai,-1.2285389,36.9890257
ID_144374,-1.1333494,37.0203016,11,Meru,-1.2770781,36.8146693
ID_193955,-1.3885968,36.6998218,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_061958,-1.3165028,36.8694581,0,Athi River,-1.4275556,36.9704444
ID_134213,0.8229923,35.1226867,14,Ongata Rongai,-1.3989167,36.7250278
ID_040461,-3.7300586,39.0425813,7,Kiambu,-1.2284444,36.6881944
ID_133709,-1.2056669,36.7752008,15,Ruai,-1.2285389,36.9890257
ID_017576,-0.3042412,36.065163,5,Karatina,-0.4731389,37.1262222
ID_136867,-0.5540093,36.1499978,5,Karatina,-0.4731389,37.1262222
ID_062469,-4.0854194,39.6597626,1,Eastlands,-1.3241389,36.867
ID_055290,-4.0586281,39.6687546,1,Eastlands,-1.3241389,36.867
ID_077444,-1.2308956,36.696837,15,Ruai,-1.2285389,36.9890257
ID_147368,-1.3917811,36.7716824,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_174843,-0.5330317,35.0266506,4,Juja,-1.1081111,37.0138611
ID_170114,-1.28652,36.8963867,0,Athi River,-1.4275556,36.9704444
ID_071364,-1.066041,36.7907791,15,Ruai,-1.2285389,36.9890257
ID_108308,-1.4055072,36.7807722,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_195642,-1.3092354,36.8387554,0,Athi River,-1.4275556,36.9704444
ID_165814,-1.2487755,36.8722688,0,Athi River,-1.4275556,36.9704444
ID_023193,-0.6641791,37.3604752,18,Voi,-3.39025,38.57225
ID_036874,0.5163348,35.305509,2,Eldoret,0.5201846,35.2563265
ID_010839,-1.527553,37.2674354,16,Ruiru,-1.2286944,36.9891111
ID_089743,-1.3094469,36.8399443,0,Athi River,-1.4275556,36.9704444
ID_114981,-3.3883455,38.5654329,7,Kiambu,-1.2284444,36.6881944
ID_166605,-0.5409107,37.4600496,13,Nakuru,-0.2829722,36.1188889
ID_100294,-1.5290289,36.9415116,17,Thika Rd,-1.2420833,36.8763611
ID_050044,-0.544635,37.4582033,13,Nakuru,-0.2829722,36.1188889
ID_073947,-1.2543628,36.9190498,0,Athi River,-1.4275556,36.9704444
ID_049330,-1.321226835,36.89406204,0,Athi River,-1.4275556,36.9704444
ID_115087,-1.3621561,36.6570466,12,Mtwapa Mombasa,-3.9406389,39.7465278
ID_031876,-1.2614994,36.8843851,0,Athi River,-1.4275556,36.9704444
ID_024792,-1.232125926,36.93586383,0,Athi River,-1.4275556,36.9704444
ID_011703,-1.2818333,36.915355,0,Athi River,-1.4275556,36.9704444
ID_157214,-1.3140983,36.798945,15,Ruai,-1.2285389,36.9890257
ID_113844,-1.2800423,36.7445765,15,Ruai,-1.2285389,36.9890257
ID_006050,-1.2796554,36.756482,15,Ruai,-1.2285389,36.9890257
ID_011642,-0.1280417,34.7521949,10,Majengo Mombasa,-4.0519167,39.6583611
ID_122754,-0.1097088,34.7714898,10,Majengo Mombasa,-4.0519167,39.6583611
ID_168781,-3.3803895,38.5675559,7,Kiambu,-1.2284444,36.6881944
ID_060198,-1.0587693,37.108437,11,Meru,-1.2770781,36.8146693
ID_023256,0.4795381,35.3460543,2,Eldoret,0.5201846,35.2563265
ID_053199,-1.1529351,36.9394937,0,Athi River,-1.4275556,36.9704444
ID_003292,-1.3144389,36.8886946,0,Athi River,-1.4275556,36.9704444
ID_103065,-1.2084716,36.8693851,0,Athi River,-1.4275556,36.9704444
ID_075591,0.3568757,35.3552268,2,Eldoret,0.5201846,35.2563265
ID_171045,-1.395170646,36.94211672,17,Thika Rd,-1.2420833,36.8763611
ID_124614,-3.8814798,39.7900213,1,Eastlands,-1.3241389,36.867
ID_126661,-1.2834479,36.7588614,15,Ruai,-1.2285389,36.9890257
ID_051316,-1.255998,36.9222421,0,Athi River,-1.4275556,36.9704444
ID_105515,-3.3397822,40.0126772,9,Kisumu1,-0.0879444,34.7596667
ID_119257,-1.3020234,36.7389615,15,Ruai,-1.2285389,36.9890257
ID_029268,-1.2849663,36.970141,0,Athi River,-1.4275556,36.9704444
ID_018895,-1.320845,36.8939646,0,Athi River,-1.4275556,36.9704444
ID_170256,-1.0898517,37.0687265,11,Meru,-1.2770781,36.8146693
ID_005081,-0.4763102,37.2355325,18,Voi,-3.39025,38.57225
ID_097444,-1.143073,37.0194005,11,Meru,-1.2770781,36.8146693
ID_016346,-3.5993194,38.8181432,7,Kiambu,-1.2284444,36.6881944
ID_184289,0.12283,37.8358357,8,Kisii,-0.6713333,34.7678889
ID_160959,-1.3215216,36.7804356,15,Ruai,-1.2285389,36.9890257
ID_072900,-1.4647074,36.981364,17,Thika Rd,-1.2420833,36.8763611
ID_131812,-1.3890167,36.9485552,17,Thika Rd,-1.2420833,36.8763611
ID_019963,-0.28031,36.1668333,5,Karatina,-0.4731389,37.1262222
ID_100022,-1.2518941,36.9388035,0,Athi River,-1.4275556,36.9704444
ID_125889,-3.2820813,40.0393904,9,Kisumu1,-0.0879444,34.7596667
ID_075617,-0.3206995,36.1491248,5,Karatina,-0.4731389,37.1262222
ID_153244,-1.2952067,36.9066767,0,Athi River,-1.4275556,36.9704444
ID_151394,-0.7175346,34.8086949,4,Juja,-1.1081111,37.0138611
ID_071782,-1.1510901,37.0314793,11,Meru,-1.2770781,36.8146693
ID_094045,-4.0995028,39.6413335,1,Eastlands,-1.3241389,36.867
ID_188195,-4.2850035,39.5693456,1,Eastlands,-1.3241389,36.867
ID_184139,-1.3188857,36.8955101,0,Athi River,-1.4275556,36.9704444
ID_075786,-1.2904679,37.2197815,16,Ruiru,-1.2286944,36.9891111
ID_149487,-1.2057462,36.918221,0,Athi River,-1.4275556,36.9704444
ID_079740,-1.3142992,36.8894274,0,Athi River,-1.4275556,36.9704444
ID_070082,-0.6770236,34.7036516,4,Juja,-1.1081111,37.0138611
ID_021336,-1.2307146,36.9203094,0,Athi River,-1.4275556,36.9704444
